,Player,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - xG,Expected - npxG,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG
1296,Armando Izzo,5.8,0,5,3,60.0,0.86,0.51,0.00,0.00,8.7,0,0,0,0.6,0.6,0.12,-0.6,-0.6
1297,Nicolas Jackson,1.8,0,5,1,20.0,2.73,0.55,0.00,0.00,11.6,0,0,0,1.0,1.0,0.19,-1.0,-1.0
1298,Lee Jae-sung,16.0,4,26,10,38.5,1.63,0.63,0.15,0.40,16.7,0,0,0,3.2,3.2,0.12,+0.8,+0.8
1302,Kristijan Jakic,20.9,1,30,7,23.3,1.44,0.34,0.03,0.14,19.0,0,0,0,1.7,1.7,0.06,-0.7,-0.7
1303,Ismail Jakobs,13.4,0,5,1,20.0,0.37,0.07,0.00,0.00,13.7,0,0,0,0.4,0.4,0.08,-0.4,-0.4
1304,Marin Jakolis,2.5,0,9,3,33.3,3.54,1.18,0.00,0.00,15.5,0,0,0,1.1,1.1,0.12,-1.1,-1.1
1306,Daniel James,1.4,0,4,1,25.0,2.86,0.71,0.00,0.00,15.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2
1307,Daniel James,26.3,4,50,15,30.0,1.90,0.57,0.08,0.27,15.3,0,0,0,6.1,6.1,0.12,-2.1,-2.1
1308,Reece James,20.7,5,37,10,27.0,1.79,0.48,0.14,0.50,20.5,6,0,0,3.1,3.1,0.08,+1.9,+1.9
1309,Vitaly Janelt,25.5,4,30,12,40.0,1.17,0.47,0.13,0.33,18.4,0,0,0,2.4,2.4,0.08,+1.6,+1.6
1311,Pontus Jansson,36.9,3,22,10,45.5,0.60,0.27,0.14,0.30,8.9,0,0,0,3.0,3.0,0.14,0.0,0.0
1313,Adnan Januzaj,18.1,3,40,13,32.5,2.22,0.72,0.03,0.08,23.1,9,2,2,4.1,2.5,0.06,-1.1,-1.5
1315,Pawel Jaroszynski,5.7,0,2,1,50.0,0.35,0.17,0.00,0.00,19.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1
1316,Jason,7.5,0,9,2,22.2,1.19,0.27,0.00,0.00,21.4,1,0,0,0.9,0.9,0.10,-0.9,-0.9
1319,Luis Javier Suarez,31.6,8,85,25,29.4,2.69,0.79,0.09,0.32,17.1,1,0,1,9.8,9.1,0.11,-1.8,-1.1
1320,Corentin Jean,2.8,1,7,2,28.6,2.47,0.71,0.14,0.50,18.1,0,0,0,1.0,1.0,0.14,0.0,0.0
1321,Jemerson,13.4,0,5,2,40.0,0.37,0.15,0.00,0.00,11.5,0,0,0,0.6,0.6,0.13,-0.6,-0.6
1322,Fredrik Jensen,4.6,0,6,1,16.7,1.29,0.22,0.00,0.00,20.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2
1323,Mathias Jensen,17.8,0,19,5,26.3,1.07,0.28,0.00,0.00,21.0,0,0,0,2.9,2.9,0.16,-2.9,-2.9
1324,Moritz Jenz,15.3,1,9,1,11.1,0.59,0.07,0.11,1.00,8.9,0,0,0,1.2,1.2,0.13,-0.2,-0.2
1326,Gabriel Jesus,20.9,8,63,20,31.7,3.02,0.96,0.11,0.35,13.8,0,1,1,9.8,9.0,0.14,-1.8,-2.0
1327,Juan Jesus,14.2,1,4,1,25.0,0.28,0.07,0.25,1.00,10.0,0,0,0,0.3,0.3,0.08,+0.7,+0.7
1328,Alvaro Jimenez,2.6,0,3,1,33.3,1.15,0.38,0.00,0.00,19.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1
1329,Raul Jimenez,29.2,6,56,15,26.8,1.92,0.51,0.09,0.33,16.9,1,1,1,6.1,5.4,0.10,-0.1,-0.4
1330,Joao Pedro,18.3,3,47,16,34.0,2.57,0.88,0.06,0.19,16.3,1,0,0,3.6,3.6,0.08,-0.6,-0.6
1331,Joaquin,5.2,0,10,3,30.0,1.91,0.57,0.00,0.00,14.1,0,0,0,2.0,2.0,0.20,-2.0,-2.0
1332,Joelinton,28.4,4,45,14,31.1,1.58,0.49,0.09,0.29,17.6,0,0,0,3.3,3.3,0.07,+0.7,+0.7
1335,Dennis Johnsen,16.1,1,14,5,35.7,0.87,0.31,0.07,0.20,16.5,0,0,0,2.3,2.3,0.16,-1.3,-1.3
1336,Ben Johnson,15.5,1,5,1,20.0,0.32,0.06,0.20,1.00,21.7,0,0,0,0.2,0.2,0.04,+0.8,+0.8
1337,Curtis Jones,9.5,1,20,7,35.0,2.12,0.74,0.05,0.14,23.2,0,0,0,0.9,0.9,0.05,+0.1,+0.1
1339,Frenkie de Jong,27.5,3,17,7,41.2,0.62,0.25,0.18,0.43,14.4,0,0,0,4.8,4.8,0.28,-1.8,-1.8
1340,Luuk de Jong,7.3,6,24,10,41.7,3.30,1.38,0.25,0.60,10.5,0,0,0,4.6,4.6,0.19,+1.4,+1.4
1341,Joan Jordan,27.9,0,16,1,6.3,0.57,0.04,0.00,0.00,21.5,1,0,0,0.8,0.8,0.05,-0.8,-0.8
1342,Kaio Jorge,1.3,0,5,1,20.0,3.72,0.74,0.00,0.00,11.9,0,0,0,0.7,0.7,0.15,-0.7,-0.7
1343,Jorginho,25.3,6,9,2,22.2,0.36,0.08,0.00,0.00,32.6,0,6,7,5.8,0.3,0.04,+0.2,-0.3
1344,Josan,13.5,2,12,5,41.7,0.89,0.37,0.17,0.40,14.9,0,0,0,1.0,1.0,0.09,+1.0,+1.0
1345,Willian Jose,17.8,8,32,9,28.1,1.80,0.50,0.16,0.56,19.2,3,3,3,6.1,3.7,0.12,+1.9,+1.3
1346,Joselu,34.7,14,90,33,36.7,2.59,0.95,0.09,0.24,18.6,5,6,7,12.9,7.4,0.08,+1.1,+0.6
1349,Diogo Jota,26.3,15,90,32,35.6,3.43,1.22,0.17,0.47,12.3,0,0,0,16.3,16.3,0.19,-1.3,-1.3
1350,Stevan Jovetic,11.3,6,44,16,36.4,3.89,1.42,0.14,0.38,18.9,5,0,0,4.4,4.4,0.10,+1.6,+1.6
1352,Luka Jovic,4.1,1,16,4,25.0,3.90,0.98,0.06,0.25,13.8,0,0,0,2.3,2.3,0.14,-1.3,-1.3
1355,Juanmi,23.7,16,55,30,54.5,2.32,1.27,0.29,0.53,14.2,0,0,0,11.1,11.1,0.20,+4.9,+4.9
1357,Flavio Junior Bianchi,3.5,1,10,3,30.0,2.87,0.86,0.10,0.33,18.2,0,0,0,0.8,0.8,0.08,+0.2,+0.2
1358,Lago Junior,2.0,0,6,1,16.7,3.05,0.51,0.00,0.00,16.6,0,0,0,0.6,0.6,0.09,-0.6,-0.6
1359,Hamed Junior Traore,19.7,7,51,22,43.1,2.59,1.12,0.14,0.32,16.4,0,0,0,5.7,5.7,0.11,+1.3,+1.3
1360,Vinicius Junior,29.9,17,80,42,52.5,2.68,1.41,0.21,0.40,15.2,0,0,0,12.3,12.3,0.15,+4.7,+4.7
1361,James Justin,11.1,0,5,1,20.0,0.45,0.09,0.00,0.00,11.1,0,0,0,0.3,0.3,0.07,-0.3,-0.3
1362,Jutgla,3.3,1,10,4,40.0,2.99,1.20,0.10,0.25,16.9,0,0,0,1.6,1.6,0.16,-0.6,-0.6
1364,Mathias Jorgensen,5.8,1,2,1,50.0,0.35,0.17,0.50,1.00,7.8,0,0,0,0.1,0.1,0.06,+0.9,+0.9
1365,Ozan Kabak,10.2,0,4,2,50.0,0.39,0.20,0.00,0.00,14.7,0,0,0,0.3,0.3,0.07,-0.3,-0.3
1367,Issa Kabore,25.0,0,7,2,28.6,0.28,0.08,0.00,0.00,19.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3
1368,Anton Kade,0.9,0,1,1,100.0,1.17,1.17,0.00,0.00,11.0,0,0,0,0.3,0.3,0.26,-0.3,-0.3
1369,Pavel Kaderabek,13.3,1,11,2,18.2,0.83,0.15,0.09,0.50,10.2,0,0,0,2.3,2.3,0.21,-1.3,-1.3
1370,Tino Kadewere,5.6,1,18,7,38.9,3.20,1.25,0.06,0.14,13.1,0,0,0,2.5,2.5,0.14,-1.5,-1.5
1371,Florian Kainz,25.8,4,38,13,34.2,1.47,0.50,0.11,0.31,20.1,5,0,0,3.5,3.5,0.09,+0.5,+0.5
1372,Gael Kakuta,18.6,3,40,14,35.0,2.15,0.75,0.05,0.14,23.6,2,1,1,3.5,2.7,0.07,-0.5,-0.7
1373,Sasa Kalajdzic,13.6,6,36,13,36.1,2.65,0.96,0.14,0.38,13.2,0,1,2,6.6,5.0,0.14,-0.6,0.0
1374,Arnaud Kalimuendo,23.9,12,60,29,48.3,2.51,1.22,0.17,0.34,17.1,0,2,2,8.9,7.3,0.12,+3.1,+2.7
1376,Nikola Kalinic,4.5,4,13,4,30.8,2.88,0.89,0.31,1.00,9.2,0,0,0,3.2,3.2,0.25,+0.8,+0.8
1378,Yayah Kallon,7.1,0,11,1,9.1,1.56,0.14,0.00,0.00,17.2,0,0,0,1.5,1.5,0.13,-1.5,-1.5
1379,Samuel Kalu,2.5,0,4,1,25.0,1.62,0.41,0.00,0.00,22.3,1,0,0,0.4,0.4,0.10,-0.4,-0.4
1380,Samuel Kalu,3.6,1,13,8,61.5,3.57,2.20,0.08,0.13,21.9,1,0,0,1.2,1.2,0.09,-0.2,-0.2
1381,Pierre Kalulu,21.6,1,5,2,40.0,0.23,0.09,0.20,0.50,21.8,0,0,0,0.3,0.3,0.07,+0.7,+0.7
1382,Daichi Kamada,23.8,4,36,8,22.2,1.51,0.34,0.11,0.50,16.5,0,0,0,4.6,4.6,0.13,-0.6,-0.6
1383,Boubacar Kamara,30.9,1,22,3,13.6,0.71,0.10,0.05,0.33,20.5,0,0,0,1.0,1.0,0.05,0.0,0.0
1384,Hassane Kamara,18.0,1,5,1,20.0,0.28,0.06,0.20,1.00,25.7,0,0,0,0.2,0.2,0.03,+0.8,+0.8
1385,Hassane Kamara,6.0,0,13,1,7.7,2.15,0.17,0.00,0.00,17.4,0,0,0,1.1,1.1,0.08,-1.1,-1.1
1387,Kevin Kampl,21.1,0,8,2,25.0,0.38,0.09,0.00,0.00,21.3,0,0,0,0.4,0.4,0.05,-0.4,-0.4
1390,Harry Kane,35.9,17,129,49,38.0,3.59,1.36,0.10,0.27,17.3,8,4,4,18.6,15.4,0.12,-1.6,-2.4
1391,Lee Kang-in,15.7,1,36,15,41.7,2.30,0.96,0.03,0.07,25.5,8,0,0,1.5,1.5,0.04,-0.5,-0.5
1392,N'Golo Kante,19.7,2,17,9,52.9,0.86,0.46,0.12,0.22,19.6,0,0,0,1.5,1.5,0.09,+0.5,+0.5
1394,Atakan Karazor,21.1,0,9,2,22.2,0.43,0.09,0.00,0.00,26.6,0,0,0,0.3,0.3,0.03,-0.3,-0.3
1395,Rick Karsdorp,32.0,0,2,1,50.0,0.06,0.03,0.00,0.00,25.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
1396,Denso Kasius,2.0,0,2,1,50.0,1.00,0.50,0.00,0.00,22.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1
1397,Grigoris Kastanos,15.0,1,28,8,28.6,1.87,0.53,0.04,0.13,22.7,3,0,0,1.2,1.2,0.04,-0.2,-0.2
1404,Moise Kean,12.2,5,28,10,35.7,2.30,0.82,0.18,0.50,11.3,0,0,0,4.9,4.9,0.17,+0.1,+0.1
1405,Michael Keane,31.0,3,20,6,30.0,0.64,0.19,0.15,0.50,12.7,0,0,0,1.2,1.2,0.06,+1.8,+1.8
1406,Ilan Kebbal,19.7,1,27,6,22.2,1.37,0.30,0.04,0.17,19.7,0,0,0,1.4,1.4,0.05,-0.4,-0.4
1407,Wajdi Kechrida,10.6,0,6,1,16.7,0.57,0.09,0.00,0.00,18.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2
1408,Thilo Kehrer,16.8,2,9,4,44.4,0.54,0.24,0.22,0.50,13.6,0,0,0,1.0,1.0,0.11,+1.0,+1.0
1409,Habib Keita,0.1,0,2,2,100.0,25.71,25.71,0.00,0.00,19.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2
1410,Naby Keita,13.0,3,26,7,26.9,1.99,0.54,0.12,0.43,22.6,0,0,0,2.2,2.2,0.08,+0.8,+0.8
1411,Yannik Keitel,5.6,0,10,2,20.0,1.79,0.36,0.00,0.00,18.3,0,0,0,1.0,1.0,0.10,-1.0,-1.0
1413,Marc-Oliver Kempf,11.7,0,8,1,12.5,0.69,0.09,0.00,0.00,9.7,0,0,0,0.7,0.7,0.09,-0.7,-0.7
1414,Marc-Oliver Kempf,9.3,3,13,6,46.2,1.39,0.64,0.23,0.50,14.1,0,0,0,1.1,1.1,0.08,+1.9,+1.9
1418,Franck Kessie,25.6,6,31,8,25.8,1.21,0.31,0.13,0.50,19.2,0,2,3,4.4,2.0,0.07,+1.6,+2.0
1419,Saif-Eddine Khaoui,10.3,1,20,7,35.0,1.94,0.68,0.05,0.14,19.5,2,0,0,2.1,2.1,0.10,-1.1,-1.1
1420,Wahbi Khazri,24.7,10,69,18,26.1,2.79,0.73,0.09,0.33,23.6,9,4,4,7.7,4.6,0.07,+2.3,+1.4
1421,Rani Khedira,30.6,0,13,2,15.4,0.42,0.07,0.00,0.00,18.8,0,0,0,1.0,1.0,0.08,-1.0,-1.0
1422,Kike,20.7,5,52,19,36.5,2.51,0.92,0.08,0.21,15.8,0,1,1,6.7,5.9,0.11,-1.7,-1.9
1424,Luca Kilian,25.3,1,5,2,40.0,0.20,0.08,0.20,0.50,6.8,0,0,0,1.3,1.3,0.27,-0.3,-0.3
1425,Max Kilman,29.9,1,13,4,30.8,0.44,0.13,0.08,0.25,9.4,0,0,0,1.1,1.1,0.09,-0.1,-0.1
1426,Joshua Kimmich,27.5,3,27,9,33.3,0.98,0.33,0.11,0.33,24.7,0,0,0,2.3,2.3,0.09,+0.7,+0.7
1427,Presnel Kimpembe,28.6,1,7,1,14.3,0.24,0.03,0.14,1.00,9.7,0,0,0,1.4,1.4,0.20,-0.4,-0.4
1428,Joshua King,25.0,5,49,16,32.7,1.96,0.64,0.08,0.25,15.2,0,1,1,8.9,8.1,0.17,-3.9,-4.1
1430,Jakub Kiwior,21.8,0,8,4,50.0,0.37,0.18,0.00,0.00,14.4,0,0,0,0.4,0.4,0.05,-0.4,-0.4
1431,Sofian Kiyine,13.8,1,20,5,25.0,1.45,0.36,0.05,0.20,27.5,2,0,1,1.5,0.6,0.03,-0.5,+0.4
1432,Simon Kjaer,8.9,0,5,1,20.0,0.56,0.11,0.00,0.00,9.2,0,0,0,0.5,0.5,0.09,-0.5,-0.5
1434,Philipp Klement,3.8,1,6,2,33.3,1.60,0.53,0.17,0.50,22.8,2,0,0,0.3,0.3,0.04,+0.7,+0.7
1435,Mateusz Klich,23.0,1,42,18,42.9,1.82,0.78,0.02,0.06,21.4,0,0,0,2.8,2.8,0.07,-1.8,-1.8
1437,Mateo Klimowicz,6.7,0,11,3,27.3,1.64,0.45,0.00,0.00,18.7,0,0,0,0.8,0.8,0.07,-0.8,-0.8
1438,Fabian Klos,15.8,3,37,13,35.1,2.35,0.82,0.03,0.08,16.8,0,2,2,4.6,3.0,0.08,-1.6,-2.0
1439,Lukas Klostermann,18.3,0,6,1,16.7,0.33,0.05,0.00,0.00,15.8,0,0,0,0.4,0.4,0.07,-0.4,-0.4
1440,Justin Kluivert,20.8,4,30,10,33.3,1.45,0.48,0.13,0.40,18.6,2,0,0,2.8,2.8,0.09,+1.2,+1.2
1443,Ansgar Knauff,8.4,1,12,4,33.3,1.42,0.47,0.08,0.25,19.5,0,0,0,0.5,0.5,0.04,+0.5,+0.5
1444,Robin Knoche,33.0,0,10,3,30.0,0.30,0.09,0.00,0.00,12.6,0,0,0,0.5,0.5,0.05,-0.5,-0.5
1446,Robin Koch,17.5,0,13,1,7.7,0.74,0.06,0.00,0.00,16.1,0,0,0,0.8,0.8,0.06,-0.8,-0.8
1448,Philippe Koffi,4.2,1,9,2,22.2,2.16,0.48,0.11,0.50,14.0,0,0,0,0.9,0.9,0.11,+0.1,+0.1
1449,Dominik Kohr,17.9,0,18,2,11.1,1.00,0.11,0.00,0.00,20.6,0,0,0,1.3,1.3,0.07,-1.3,-1.3
1451,Koke,27.9,1,12,6,50.0,0.43,0.22,0.08,0.17,26.2,0,0,0,1.0,1.0,0.08,0.0,0.0
1458,Randal Kolo Muani,32.8,12,54,26,48.1,1.65,0.79,0.22,0.46,11.7,0,0,0,10.7,10.7,0.20,+1.3,+1.3
1459,Timothee Kolodziejczak,28.5,2,15,6,40.0,0.53,0.21,0.13,0.33,12.7,0,0,0,1.4,1.4,0.10,+0.6,+0.6
1460,Ghislain Konan,26.9,1,19,5,26.3,0.71,0.19,0.05,0.20,24.1,1,0,0,0.6,0.6,0.03,+0.4,+0.4
1462,Geoffrey Kondogbia,20.9,1,15,1,6.7,0.72,0.05,0.07,1.00,25.4,0,0,0,0.4,0.4,0.02,+0.6,+0.6
1463,Ibrahima Kone,8.1,5,15,8,53.3,1.84,0.98,0.33,0.63,14.9,0,0,0,2.7,2.7,0.18,+2.3,+2.3
1464,Kouadio Kone,24.3,2,29,10,34.5,1.20,0.41,0.07,0.20,22.2,0,0,0,1.5,1.5,0.05,+0.5,+0.5
1465,Youssouf Kone,10.9,0,9,3,33.3,0.83,0.28,0.00,0.00,26.8,0,0,0,0.2,0.2,0.02,-0.2,-0.2
1466,Ezri Konsa,27.5,2,15,6,40.0,0.55,0.22,0.13,0.33,8.1,0,0,0,1.6,1.6,0.11,+0.4,+0.4
1467,Teun Koopmeiners,23.6,4,28,9,32.1,1.19,0.38,0.14,0.44,23.9,3,0,0,1.7,1.7,0.06,+2.3,+2.3
1469,Odilon Kossonou,19.9,0,4,1,25.0,0.20,0.05,0.00,0.00,14.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1470,Filip Kostic,28.0,4,51,18,35.3,1.82,0.64,0.08,0.22,22.8,9,0,0,2.4,2.4,0.05,+1.6,+1.6
1471,Rominigue Kouame,33.0,1,37,11,29.7,1.12,0.33,0.03,0.09,22.7,1,0,0,2.4,2.4,0.06,-1.4,-1.4
1472,Kalidou Koulibaly,26.7,3,10,7,70.0,0.37,0.26,0.30,0.43,14.9,0,0,0,1.3,1.3,0.13,+1.7,+1.7
1473,Jules Kounde,30.4,2,13,3,23.1,0.43,0.10,0.15,0.67,12.5,0,0,0,1.1,1.1,0.09,+0.9,+0.9
1474,Christos Kourfalidis,0.2,0,1,1,100.0,5.00,5.00,0.00,0.00,8.6,0,0,0,0.1,0.1,0.09,-0.1,-0.1
1475,Boubakar Kouyate,29.6,1,22,6,27.3,0.74,0.20,0.05,0.17,14.3,0,0,0,1.7,1.7,0.08,-0.7,-0.7
1477,Mateo Kovacic,17.3,2,22,6,27.3,1.27,0.35,0.09,0.33,20.3,1,0,0,1.6,1.6,0.07,+0.4,+0.4
1478,Viktor Kovalenko,14.7,1,8,2,25.0,0.54,0.14,0.13,0.50,24.2,1,0,0,0.3,0.3,0.04,+0.7,+0.7
1479,Emil Krafth,18.2,0,6,1,16.7,0.33,0.06,0.00,0.00,20.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3
1482,Andrej Kramaric,30.1,6,93,35,37.6,3.09,1.16,0.06,0.17,15.8,6,0,0,12.6,12.6,0.14,-6.6,-6.6
1483,Christoph Kramer,8.3,0,3,1,33.3,0.36,0.12,0.00,0.00,14.6,0,0,0,0.3,0.3,0.11,-0.3,-0.3
1484,Jean-Philippe Krasso,5.0,1,12,2,16.7,2.38,0.40,0.08,0.50,11.2,0,0,0,1.6,1.6,0.13,-0.6,-0.6
1486,Toni Kroos,23.4,1,46,12,26.1,1.97,0.51,0.02,0.08,24.0,4,0,0,2.2,2.2,0.05,-1.2,-1.2
1487,Florian Kruger,12.5,1,18,5,27.8,1.43,0.40,0.06,0.20,18.7,1,0,0,1.2,1.2,0.07,-0.2,-0.2
1489,Rade Krunic,15.7,0,10,2,20.0,0.64,0.13,0.00,0.00,16.2,0,0,0,0.7,0.7,0.07,-0.7,-0.7
1490,Max Kruse,12.5,7,19,9,47.4,1.52,0.72,0.26,0.56,17.0,0,2,2,6.1,4.6,0.24,+0.9,+0.4
1491,Max Kruse,14.1,5,26,8,30.8,1.84,0.57,0.08,0.25,20.7,3,3,3,4.6,2.2,0.08,+0.4,-0.2
1492,Lukas Kubler,25.9,2,13,6,46.2,0.50,0.23,0.15,0.33,15.6,0,0,0,1.5,1.5,0.12,+0.5,+0.5
1493,Takefusa Kubo,17.8,1,48,8,16.7,2.69,0.45,0.02,0.13,20.7,2,0,0,2.8,2.8,0.06,-1.8,-1.8
1494,Juraj Kucka,21.3,1,46,11,23.9,2.16,0.52,0.02,0.09,20.8,3,0,0,3.2,3.2,0.07,-2.2,-2.2
1496,Dejan Kulusevski,14.0,5,26,9,34.6,1.86,0.64,0.19,0.56,16.9,0,0,0,2.7,2.7,0.11,+2.3,+2.3
1497,Dejan Kulusevski,8.6,1,18,6,33.3,2.10,0.70,0.06,0.17,15.1,0,0,0,1.7,1.7,0.10,-0.7,-0.7
1498,Marash Kumbulla,11.4,0,7,3,42.9,0.61,0.26,0.00,0.00,6.7,0,0,0,0.8,0.8,0.12,-0.8,-0.8
1499,Fabian Kunze,14.0,0,11,1,9.1,0.79,0.07,0.00,0.00,26.1,0,0,0,0.4,0.4,0.04,-0.4,-0.4
1500,Enock Kwateng,22.2,1,7,3,42.9,0.31,0.13,0.14,0.33,16.7,0,0,0,0.3,0.3,0.04,+0.7,+0.7
1501,Grejohn Kyei,4.4,0,11,3,27.3,2.50,0.68,0.00,0.00,9.5,0,0,0,1.9,1.9,0.17,-1.9,-1.9
1502,Giorgos Kyriakopoulos,21.9,0,30,10,33.3,1.37,0.46,0.00,0.00,23.2,0,0,0,1.1,1.1,0.04,-1.1,-1.1
1503,Andrea La Mantia,5.4,2,17,3,17.6,3.14,0.55,0.12,0.67,11.1,0,0,0,1.8,1.8,0.11,+0.2,+0.2
1504,Gaetan Laborde,3.8,3,14,4,28.6,3.70,1.06,0.21,0.75,15.5,0,0,0,1.6,1.6,0.13,+1.4,+1.4
1505,Gaetan Laborde,30.3,12,84,32,38.1,2.77,1.06,0.12,0.31,12.4,0,2,2,14.9,13.3,0.16,-2.9,-3.3
1506,Alexandre Lacazette,19.8,4,43,12,27.9,2.17,0.61,0.05,0.17,15.4,1,2,3,8.4,6.0,0.14,-4.4,-4.0
1510,Maxence Lacroix,27.7,0,17,3,17.6,0.61,0.11,0.00,0.00,14.0,0,0,0,1.5,1.5,0.09,-1.5,-1.5
1512,Victor Laguardia,33.8,3,13,5,38.5,0.38,0.15,0.23,0.60,9.5,0,0,0,2.0,2.0,0.15,+1.0,+1.0
1513,Konrad Laimer,13.8,4,15,7,46.7,1.09,0.51,0.27,0.57,18.3,0,0,0,2.4,2.4,0.16,+1.6,+1.6
1514,Stefan Lainer,16.3,1,12,2,16.7,0.73,0.12,0.08,0.50,14.7,0,0,0,0.7,0.7,0.06,+0.3,+0.3
1515,Diego Lainez,1.6,0,1,1,100.0,0.64,0.64,0.00,0.00,18.0,0,0,0,0.1,0.1,0.10,-0.1,-0.1
1516,Adam Lallana,17.3,0,19,4,21.1,1.10,0.23,0.00,0.00,19.8,0,0,0,1.1,1.1,0.06,-1.1,-1.1
1517,Vassilis Lambropoulos,13.0,0,4,1,25.0,0.31,0.08,0.00,0.00,12.0,0,0,0,0.2,0.2,0.06,-0.2,-0.2
1518,Erik Lamela,11.3,5,21,12,57.1,1.86,1.06,0.24,0.42,16.1,0,0,0,3.1,3.1,0.15,+1.9,+1.9
1519,Mohamed Lamine Bayo,26.8,14,63,26,41.3,2.35,0.97,0.19,0.46,13.1,0,2,3,14.4,11.9,0.19,-0.4,+0.1
1520,Didier Lamkel Ze,6.7,3,14,7,50.0,2.08,1.04,0.21,0.43,12.9,0,0,0,2.3,2.3,0.17,+0.7,+0.7
1522,Sam Lammers,5.7,1,12,4,33.3,2.09,0.70,0.08,0.25,12.9,0,0,0,1.1,1.1,0.09,-0.1,-0.1
1523,Tariq Lamptey,17.3,0,19,4,21.1,1.10,0.23,0.00,0.00,20.0,0,0,0,0.8,0.8,0.04,-0.8,-0.8
1524,Manuel Lanzini,19.8,5,13,4,30.8,0.66,0.20,0.15,0.50,23.1,1,3,3,3.7,1.3,0.10,+1.3,+0.7
1525,Aymeric Laporte,31.4,4,35,7,20.0,1.11,0.22,0.11,0.57,11.6,0,0,0,4.9,4.9,0.14,-0.9,-0.9
1526,Julien Laporte,32.1,2,17,3,17.6,0.53,0.09,0.12,0.67,13.5,0,0,0,1.9,1.9,0.11,+0.1,+0.1
1527,Yasser Larouci,3.8,0,3,1,33.3,0.79,0.26,0.00,0.00,20.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1
1528,Kevin Lasagna,13.2,2,41,16,39.0,3.12,1.22,0.05,0.13,16.7,0,0,0,3.3,3.3,0.08,-1.3,-1.3
1529,Jamaal Lascelles,22.9,1,17,4,23.5,0.74,0.17,0.06,0.25,10.2,0,0,0,0.9,0.9,0.05,+0.1,+0.1
1530,Bryan Lasme,9.7,2,13,8,61.5,1.33,0.82,0.15,0.25,14.7,0,0,0,0.8,0.8,0.06,+1.2,+1.2
1531,Paul Lasne,9.4,0,8,1,12.5,0.85,0.11,0.00,0.00,21.9,1,0,0,0.4,0.4,0.04,-0.4,-0.4
1535,Armand Lauriente,27.5,6,84,36,42.9,3.05,1.31,0.06,0.14,21.0,22,1,1,7.5,6.7,0.08,-1.5,-1.7
1536,Darko Lazovic,30.7,1,46,10,21.7,1.50,0.33,0.02,0.10,17.9,1,0,0,2.9,2.9,0.06,-1.9,-1.9
1537,Manuel Lazzari,18.5,3,12,6,50.0,0.65,0.32,0.25,0.50,21.2,0,0,0,0.8,0.8,0.06,+2.2,+2.2
1539,Jeremy Le Douaron,16.1,5,35,16,45.7,2.18,1.00,0.14,0.31,14.6,0,0,0,3.7,3.7,0.11,+1.3,+1.3
1540,Enzo Le Fee,24.4,2,33,9,27.3,1.35,0.37,0.06,0.22,23.9,5,0,0,1.9,1.9,0.06,+0.1,+0.1
1541,Vincent Le Goff,34.0,1,27,4,14.8,0.79,0.12,0.04,0.25,16.8,0,0,0,1.4,1.4,0.05,-0.4,-0.4
1542,Maxime Le Marchand,9.6,1,3,2,66.7,0.31,0.21,0.33,0.50,12.6,0,0,0,0.3,0.3,0.11,+0.7,+0.7
1543,Robin Le Normand,37.0,1,18,5,27.8,0.49,0.14,0.06,0.20,10.2,0,0,0,1.5,1.5,0.08,-0.5,-0.5
1545,Rafael Leao,28.9,11,97,38,39.2,3.35,1.31,0.11,0.29,19.0,0,0,0,8.8,8.8,0.09,+2.2,+2.2
1547,Jeremias Ledesma,38.0,0,1,1,100.0,0.03,0.03,0.00,0.00,14.3,0,0,0,0.0,0.0,0.02,0.0,0.0
1548,Pierre Lees-Melou,25.2,1,33,9,27.3,1.31,0.36,0.03,0.11,24.5,0,0,0,1.6,1.6,0.05,-0.6,-0.6
1549,Wu Lei,5.3,1,7,5,71.4,1.33,0.95,0.14,0.20,14.5,0,0,0,1.1,1.1,0.15,-0.1,-0.1
1550,Maxim Leitsch,17.1,1,5,1,20.0,0.29,0.06,0.20,1.00,13.1,0,0,0,1.1,1.1,0.21,-0.1,-0.1
1552,Florian Lejeune,30.0,0,22,2,9.1,0.73,0.07,0.00,0.00,20.9,6,0,0,1.5,1.5,0.07,-1.5,-1.5
1553,Inigo Lekue,21.4,0,7,1,14.3,0.33,0.05,0.00,0.00,25.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1
