,Player,Playing Time - MP,Playing Time - Min,Playing Time - Mn/MP,Playing Time - Min%,Playing Time - 90s,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success - On-Off,Team Success (xG) - onxG,Team Success (xG) - onxGA,Team Success (xG) - xG+/-,Team Success (xG) - xG+/-90,Team Success (xG) - On-Off
2126,Samuel Moutoussamy,18,523,29,20.8,5.8,3,92,2,15,17,10,1.61,3,9,-6,-1.03,-1.17,6.0,7.6,-1.6,-0.28,-0.30
2129,Nordi Mukiele,25,1783,71,58.3,19.8,21,81,15,4,23,8,2.16,51,23,+28,+1.41,+0.29,37.5,23.9,+13.6,+0.69,-0.65
2130,Mert Muldur,24,1273,53,37.2,14.1,13,80,8,11,21,14,1.25,34,27,+7,+0.49,+0.54,22.9,24.4,-1.5,-0.11,+0.21
2132,Florian Muller,13,1125,87,36.8,12.5,12,90,12,1,45,18,0.92,13,25,-12,-0.96,-0.54,17.9,23.7,-5.8,-0.47,-0.20
2133,Thomas Muller,33,2255,68,73.7,25.1,26,81,14,7,21,0,2.39,78,24,+54,+2.16,+0.59,66.4,29.8,+36.6,+1.46,-0.21
2135,Marshall Munetsi,17,838,49,33.3,9.3,8,89,7,9,14,7,1.59,11,8,+3,+0.32,+0.22,9.3,10.3,-1.1,-0.11,-0.29
2136,Iker Muniain,31,2382,77,69.6,26.5,26,85,13,5,36,0,1.35,30,29,+1,+0.04,-0.14,30.0,33.1,-3.1,-0.12,+0.25
2137,Aihen Munoz,15,981,65,28.7,10.9,11,85,8,4,12,14,1.47,11,14,-3,-0.28,-0.68,12.0,12.0,0.0,0.00,-0.21
2139,Simone Muratore,4,165,41,4.8,1.8,2,75,1,2,8,10,0.75,3,5,-2,-1.09,-2.06,3.7,2.6,+1.1,+0.58,-0.12
2140,Alessandro Murgia,25,1750,70,51.2,19.4,19,83,11,6,29,13,0.48,12,42,-30,-1.54,-0.47,17.3,33.4,-16.1,-0.83,-0.19
2141,Luis Muriel,34,1260,37,36.8,14.0,10,70,1,24,24,1,1.94,40,17,+23,+1.64,+0.52,36.5,14.0,+22.4,+1.60,+0.78
2142,Jeison Murillo,10,666,67,19.5,7.4,7,85,6,3,24,8,1.00,5,14,-9,-1.22,-0.95,7.1,10.5,-3.4,-0.46,-0.42
2143,Jeison Murillo,18,1529,85,44.7,17.0,17,89,16,1,18,0,1.22,17,16,+1,+0.06,+0.68,15.3,19.0,-3.7,-0.22,-0.10
2144,Glenn Murray,23,797,35,23.3,8.9,7,75,2,16,17,14,1.09,12,10,+2,+0.23,+0.81,11.1,11.1,0.0,0.00,+0.33
2145,Nicola Murru,28,2259,81,66.1,25.1,26,86,22,2,13,9,1.00,26,44,-18,-0.72,-0.79,29.1,33.6,-4.4,-0.18,-0.15
2146,Mateo Musacchio,18,1466,81,42.9,16.3,17,85,15,1,17,4,1.33,14,20,-6,-0.37,-1.43,23.1,19.6,+3.5,+0.22,-0.44
2150,Shkodran Mustafi,15,1207,80,35.3,13.4,13,87,12,2,41,3,1.40,21,17,+4,+0.30,+0.14,16.1,20.3,-4.2,-0.32,-0.15
2151,Yoshinori Muto,8,212,27,6.2,2.4,2,67,1,6,13,9,0.50,1,7,-6,-2.55,-2.15,1.8,5.6,-3.9,-1.64,-0.90
2154,Obite N'Dicka,22,1721,78,56.2,19.1,20,85,15,2,15,12,1.09,28,35,-7,-0.37,-0.77,30.0,28.0,+2.0,+0.10,-0.41
2155,Kevin N'Doram,20,1646,82,65.3,18.3,19,86,18,1,11,3,1.40,18,24,-6,-0.33,-0.12,16.3,26.2,-10.0,-0.54,-0.44
2156,Abdallah N'dour,6,373,62,15.3,4.1,4,88,2,2,10,8,1.17,1,4,-3,-0.72,-0.86,3.5,4.4,-0.8,-0.20,-0.32
2162,Stanley N'Soki,17,1273,75,50.5,14.1,14,89,12,3,8,4,1.65,24,18,+6,+0.42,+0.64,19.1,21.5,-2.4,-0.17,+0.25
2163,Nacho,23,1893,82,55.4,21.0,21,86,18,2,44,6,1.13,19,21,-2,-0.10,+0.44,23.6,27.8,-4.2,-0.20,+0.62
2164,Nacho,6,439,73,12.8,4.9,4,90,4,2,40,8,1.67,5,2,+3,+0.62,-0.65,5.8,4.8,+1.0,+0.22,-0.80
2166,Radja Nainggolan,26,2071,80,60.6,23.0,25,82,13,1,23,0,1.12,36,34,+2,+0.09,+0.49,28.6,36.7,-8.2,-0.35,+0.25
2167,Marvelous Nakamba,29,1836,63,53.7,20.4,19,83,10,10,27,5,0.93,24,37,-13,-0.64,+0.10,23.9,38.9,-15.0,-0.73,-0.25
2168,Naldo,18,1332,74,38.9,14.8,15,84,12,3,22,8,0.78,10,23,-13,-0.88,-0.10,17.6,19.5,-1.8,-0.12,+0.33
2170,Nahitan Nandez,35,2898,83,84.7,32.2,32,87,26,3,33,0,1.20,40,46,-6,-0.19,-0.53,36.1,50.1,-14.0,-0.43,+0.12
2171,Matija Nastasic,16,1365,85,44.6,15.2,15,90,15,1,15,6,1.06,10,29,-19,-1.25,-1.20,13.9,22.6,-8.6,-0.57,-0.29
2172,Marc Navarro,4,219,55,6.4,2.4,3,68,1,1,14,15,0.25,2,4,-2,-0.82,-0.29,3.3,3.7,-0.4,-0.17,-0.10
2174,Ximo Navarro,23,1903,83,55.6,21.1,22,84,18,1,60,2,1.13,21,30,-9,-0.43,+0.52,24.6,28.7,-4.0,-0.19,+0.66
2175,Jesus Navas,38,3369,89,98.5,37.4,37,90,35,1,45,0,1.84,53,32,+21,+0.56,+2.33,52.8,34.7,+18.1,+0.48,+2.17
2178,Raul Navas,9,711,79,20.8,7.9,8,84,7,1,36,13,1.33,9,11,-2,-0.25,-0.05,8.7,10.0,-1.3,-0.16,-0.21
2182,Wilfred Ndidi,32,2674,84,78.2,29.7,29,89,26,3,34,0,1.78,56,32,+24,+0.81,+0.57,49.8,36.4,+13.4,+0.45,+0.05
2185,Emanuele Ndoj,18,555,31,16.2,6.2,6,51,0,12,21,4,0.44,5,14,-9,-1.46,-0.36,6.4,13.4,-7.1,-1.15,-0.39
2186,Tanguy Ndombele,21,1009,48,29.5,11.2,12,66,2,9,24,6,1.05,17,17,0,0.00,-0.52,13.0,17.3,-4.2,-0.38,-0.30
2187,Reiss Nelson,17,631,37,18.5,7.0,7,69,1,10,15,10,1.71,9,7,+2,+0.29,+0.09,7.6,10.6,-3.1,-0.44,-0.27
2188,Ilija Nestorovski,28,1251,45,36.6,13.9,15,70,5,13,15,10,1.21,16,17,-1,-0.07,+0.47,14.7,18.7,-4.0,-0.28,+0.04
2190,Pedro Neto,29,939,32,27.5,10.4,9,69,1,20,16,6,1.69,19,12,+7,+0.67,+0.53,17.1,11.8,+5.3,+0.51,+0.12
2193,Florian Neuhaus,30,2356,79,77.0,26.2,26,86,17,4,27,3,1.87,52,29,+23,+0.88,+0.50,59.7,33.8,+25.9,+0.99,+0.96
2194,Carlos Neva,26,2205,85,64.5,24.5,25,86,19,1,54,9,1.69,37,28,+9,+0.37,+0.52,30.6,28.1,+2.5,+0.10,+0.11
2195,Ruben Neves,38,3056,80,89.4,34.0,35,85,27,3,25,0,1.55,48,35,+13,+0.38,+0.88,49.1,33.5,+15.6,+0.46,+0.33
2202,Opa Nguette,26,1826,70,72.5,20.3,23,77,3,3,18,2,1.27,21,23,-2,-0.10,+0.68,17.3,26.8,-9.6,-0.47,-0.28
2204,Ibrahima Niane,21,951,45,37.7,10.6,9,81,3,12,19,5,1.19,11,10,+1,+0.09,+0.61,9.6,14.1,-4.5,-0.42,-0.05
2205,M'Baye Niang,26,2126,82,84.4,23.6,24,86,15,2,32,1,1.77,30,23,+7,+0.30,-1.30,30.0,26.4,+3.6,+0.15,-0.60
2206,Tanguy Nianzou,6,452,75,18.6,5.0,4,86,3,2,55,8,2.67,18,6,+12,+2.39,+0.61,14.6,3.5,+11.1,+2.21,+0.39
2211,Florian Niederlechner,33,2720,82,88.9,30.2,31,85,18,2,36,0,1.09,41,54,-13,-0.43,+0.89,39.2,48.2,-8.9,-0.30,+0.93
2213,Casimir Ninga,16,683,43,27.1,7.6,6,75,2,10,23,1,1.31,8,9,-1,-0.13,+0.06,10.0,9.6,+0.5,+0.06,+0.04
2214,Fernando Nino,5,83,17,2.4,0.9,1,45,0,4,10,10,1.80,1,1,0,0.00,-0.38,0.5,1.8,-1.3,-1.43,-1.93
2216,Eddie Nketiah,13,633,49,18.5,7.0,7,78,2,6,14,1,1.85,8,8,0,0.00,-0.26,7.3,11.5,-4.2,-0.60,-0.46
2217,Nicolas Nkoulou,31,2692,87,78.7,29.9,30,89,29,1,15,2,1.00,36,53,-17,-0.57,+0.05,35.9,47.0,-11.1,-0.37,+0.24
2219,Christopher Nkunku,32,1925,60,62.9,21.4,21,78,9,11,26,2,1.88,56,20,+36,+1.68,+1.05,50.1,19.6,+30.5,+1.42,+1.26
2221,Lukas Nmecha,6,131,22,4.3,1.5,1,65,0,5,13,6,1.00,1,4,-3,-2.06,-2.21,2.2,2.4,-0.2,-0.11,-0.42
2222,Mark Noble,33,2674,81,78.2,29.7,32,83,19,1,34,2,1.06,41,44,-3,-0.10,+1.11,36.0,48.7,-12.8,-0.43,-0.13
2223,Nolito,15,898,60,26.3,10.0,12,70,3,3,20,6,2.00,12,8,+4,+0.40,-0.17,13.8,7.8,+6.0,+0.60,+0.21
2224,Nolito,7,324,46,9.5,3.6,1,76,0,6,41,0,1.13,6,7,-1,-0.28,+0.04,4.3,2.5,+1.8,+0.51,+0.74
2225,Arnaud Nordin,18,908,50,36.0,10.1,9,83,4,9,18,3,1.28,9,15,-6,-0.59,-0.04,11.3,15.5,-4.1,-0.41,-0.23
2226,Havard Nordtveit,11,701,64,22.9,7.8,7,86,6,4,26,14,1.91,9,15,-6,-0.77,-1.00,8.2,19.7,-11.5,-1.47,-1.78
2227,Oliver Norwood,38,3090,81,90.4,34.3,37,83,25,1,11,0,1.42,35,36,-1,-0.03,-0.30,37.8,46.4,-8.6,-0.25,-0.44
2231,Kasim Nuhu,13,999,77,32.6,11.1,11,89,10,2,10,7,0.77,10,28,-18,-1.62,-1.05,12.9,23.0,-10.1,-0.91,-0.27
2232,Unai Nunez,20,1572,79,46.0,17.5,16,90,16,4,33,17,0.90,12,22,-10,-0.57,-1.21,12.6,25.3,-12.7,-0.73,-0.99
2236,Orjan Nyland,7,539,77,15.8,6.0,5,90,5,2,45,20,0.71,4,12,-8,-1.34,-0.77,6.7,8.1,-1.4,-0.23,+0.46
2237,Allan Nyom,34,2422,71,70.8,26.9,31,76,13,3,18,0,1.44,28,28,0,0.00,-0.54,26.8,30.3,-3.5,-0.13,-0.46
2238,Steven Nzonzi,5,386,77,15.3,4.3,4,90,4,1,25,0,2.00,9,2,+7,+1.63,+1.34,7.0,3.8,+3.2,+0.74,+0.59
2239,Jack O'Connell,33,2916,88,85.3,32.4,32,90,32,1,36,0,1.52,35,28,+7,+0.22,+1.47,37.9,41.5,-3.6,-0.11,+0.67
2240,Michael Obafemi,21,665,32,19.4,7.4,8,65,0,13,11,10,1.43,12,12,0,0.00,+0.29,9.8,11.3,-1.5,-0.20,-0.35
2241,Pedro Obiang,25,1674,67,48.9,18.6,18,86,16,7,17,3,1.20,33,35,-2,-0.11,-0.52,25.5,31.4,-5.9,-0.32,-0.15
2244,Lucas Ocampos,33,2745,83,80.3,30.5,31,86,18,2,38,0,1.97,45,24,+21,+0.69,+0.82,43.5,28.5,+15.0,+0.49,+0.20
2245,Bastian Oczipka,34,3015,89,98.5,33.5,33,90,33,1,45,0,1.15,38,57,-19,-0.57,+1.43,37.7,51.2,-13.5,-0.40,+0.32
2248,Alvaro Odriozola,3,152,51,5.0,1.7,2,62,0,1,29,13,3.00,3,1,+2,+1.18,-0.86,4.0,1.7,+2.3,+1.37,-0.16
2253,Stefano Okaka,33,2415,73,70.6,26.8,28,81,15,5,28,0,1.27,26,33,-7,-0.26,+0.37,31.5,37.5,-6.0,-0.22,+0.29
2260,Christian Oliva,11,469,43,13.7,5.2,4,86,3,7,18,13,1.45,10,10,0,0.00,+0.12,5.2,10.1,-4.9,-0.94,-0.56
2262,Kiko Olivas,35,2943,84,86.1,32.7,33,88,32,2,16,2,1.00,26,40,-14,-0.43,-0.99,31.1,49.2,-18.2,-0.56,-0.59
2263,Paulo Oliveira,26,2090,80,61.1,23.2,23,88,21,3,21,8,1.23,25,31,-6,-0.26,+0.49,26.5,27.9,-1.4,-0.06,+0.59
2264,Cauly Oliveira Souza,13,717,55,23.4,8.0,8,75,2,5,23,4,0.62,7,21,-14,-1.76,-0.87,8.6,17.0,-8.4,-1.06,-0.30
2266,Mathias Olivera,24,1870,78,54.7,20.8,21,85,18,3,25,1,1.38,20,20,0,0.00,-0.35,21.8,24.1,-2.3,-0.11,-0.25
2270,Dani Olmo,12,747,62,24.4,8.3,9,71,1,3,35,3,1.75,20,5,+15,+1.81,+0.68,17.0,7.3,+9.7,+1.17,+0.28
2274,Kenneth Omeruo,23,1874,81,54.8,20.8,22,84,17,1,23,6,0.78,16,30,-14,-0.67,-0.26,18.6,23.4,-4.8,-0.23,-0.35
2277,Karim Onisiwo,32,1728,54,56.5,19.2,16,81,7,16,27,0,1.06,29,33,-4,-0.21,+0.94,29.0,37.6,-8.6,-0.45,-0.25
2278,Javier Ontiveros,30,889,30,26.0,9.9,7,75,1,23,16,7,1.37,20,12,+8,+0.81,+0.60,16.7,10.7,+6.0,+0.61,+0.20
2279,Henry Onyekuru,4,160,40,6.3,1.8,2,72,0,2,8,4,0.75,2,4,-2,-1.13,-1.20,2.1,4.3,-2.2,-1.25,-1.57
2280,Nicholas Opoku,7,481,69,14.1,5.3,6,78,4,1,13,12,1.00,6,6,0,0.00,+0.43,4.8,7.6,-2.8,-0.52,-0.25
2282,Willi Orban,12,856,71,28.0,9.5,9,90,9,3,15,6,1.67,18,12,+6,+0.63,-0.92,19.2,15.6,+3.6,+0.38,-0.80
2283,Fabian Orellana,29,2390,82,69.9,26.6,28,85,19,1,6,0,1.07,28,46,-18,-0.68,-0.77,28.4,38.6,-10.2,-0.38,-0.31
2285,Divock Origi,28,717,26,21.0,8.0,7,61,0,21,14,9,2.54,23,12,+11,+1.38,+0.02,14.2,10.9,+3.3,+0.42,-0.51
2288,Riccardo Orsolini,37,2681,72,78.4,29.8,32,80,15,5,27,1,1.24,40,51,-11,-0.37,-0.13,46.1,41.0,+5.1,+0.17,+0.54
2289,Yuya Osako,28,1848,66,60.4,20.5,22,79,6,6,19,1,0.96,26,41,-15,-0.73,+0.16,27.3,31.7,-4.4,-0.22,+0.64
2290,Ben Osborn,13,594,46,17.4,6.6,6,77,4,7,19,17,2.08,9,4,+5,+0.76,+0.92,8.0,7.6,+0.4,+0.06,+0.33
2291,Victor Osimhen,27,2287,85,90.8,25.4,25,88,21,2,48,0,1.81,33,23,+10,+0.39,+1.17,37.2,26.7,+10.5,+0.41,+1.06
2293,Nicolas Otamendi,24,1715,71,50.1,19.1,18,88,17,6,21,12,2.04,51,21,+30,+1.57,-0.38,45.4,20.2,+25.2,+1.32,-0.29
2296,Paulo Otavio,5,380,76,12.4,4.2,4,89,3,1,24,7,1.60,7,5,+2,+0.47,+0.47,6.4,4.9,+1.4,+0.34,+0.05
2299,Remi Oudin,8,562,70,22.3,6.2,5,83,3,3,48,0,1.38,7,5,+2,+0.32,+0.14,8.0,7.0,+1.0,+0.16,+0.51
2300,Remi Oudin,18,1397,78,55.4,15.5,16,85,8,2,20,0,1.56,13,9,+4,+0.26,+0.18,17.7,13.7,+4.0,+0.26,+0.41
2304,Adam Ounas,16,1123,70,44.6,12.5,14,76,4,2,30,0,1.69,20,15,+5,+0.40,+0.53,16.3,18.6,-2.3,-0.19,+0.19
2306,Reece Oxford,12,375,31,12.3,4.2,2,76,1,10,22,10,1.00,4,13,-9,-2.16,-1.86,3.2,7.7,-4.5,-1.08,-0.77
2307,Alex Oxlade-Chamberlain,30,1485,50,43.4,16.5,17,70,0,13,23,4,2.50,35,12,+23,+1.39,+0.05,27.6,17.4,+10.2,+0.62,-0.36
2308,Mikel Oyarzabal,37,3051,82,89.2,33.9,36,84,22,1,33,1,1.51,50,45,+5,+0.15,-0.58,43.8,38.5,+5.3,+0.16,+0.04
2312,Levin Oztunali,27,1778,66,58.1,19.8,19,82,11,8,29,7,1.19,27,40,-13,-0.66,-0.10,30.4,32.7,-2.4,-0.12,+0.52
2318,Goncalo Paciencia,23,1283,56,41.9,14.3,15,78,10,8,14,1,1.22,26,22,+4,+0.28,+0.53,25.7,18.8,+6.9,+0.48,+0.34
2320,Marko Pajac,11,759,69,22.2,8.4,8,87,6,3,22,7,0.82,7,16,-9,-1.07,-0.49,13.0,11.0,+2.0,+0.24,+0.69
2321,Vincent Pajot,6,113,19,4.5,1.3,1,58,0,5,11,11,1.50,4,4,0,0.00,+0.19,1.7,0.8,+0.9,+0.71,+0.71
2323,Rodrigo Palacio,35,2517,72,73.6,28.0,28,84,17,7,23,2,1.31,44,47,-3,-0.11,+0.89,41.9,39.1,+2.8,+0.10,+0.18
2324,Exequiel Palacios,3,177,59,5.8,2.0,2,77,1,1,24,7,2.33,3,1,+2,+1.02,+0.55,2.6,1.7,+0.9,+0.47,+0.25
2328,Emerson Palmieri,15,1024,68,29.9,11.4,13,77,10,2,10,7,1.00,13,21,-8,-0.70,-1.57,20.9,11.6,+9.3,+0.82,+0.02
2329,Alberto Paloschi,10,438,44,12.8,4.9,5,74,1,5,13,11,0.80,4,7,-3,-0.62,+0.80,7.7,9.6,-2.0,-0.40,+0.38
2330,Alberto Paloschi,7,204,29,6.0,2.3,1,65,0,6,23,10,0.57,1,4,-3,-1.32,-1.30,1.4,4.2,-2.8,-1.22,-0.82
2332,Goran Pandev,34,1685,50,49.3,18.7,18,72,5,16,24,2,1.09,29,35,-6,-0.32,+0.72,29.4,28.0,+1.4,+0.07,+0.73
2333,Jonathan Panzo,2,107,54,4.2,1.2,1,91,1,1,16,1,0.50,0,4,-4,-3.36,-3.51,0.9,1.6,-0.6,-0.54,-0.79
2335,Andrea Papetti,11,917,83,26.8,10.2,10,89,9,1,25,1,0.73,9,25,-16,-1.57,-0.56,11.4,23.2,-11.7,-1.15,-0.45
2336,Lucas Paqueta,24,1103,46,32.3,12.3,12,67,2,12,25,9,1.67,15,14,+1,+0.08,-0.54,19.1,14.0,+5.1,+0.41,-0.08
2337,Gaetan Paquiez,21,1530,73,60.7,17.0,17,85,12,4,22,6,1.10,20,28,-8,-0.47,+0.17,17.6,27.8,-10.2,-0.60,-0.57
2340,Ruben Pardo,6,188,31,7.5,2.1,1,68,0,5,24,0,1.17,4,5,-1,-0.48,-0.75,3.3,3.5,-0.2,-0.07,+0.18
2341,Leandro Paredes,17,814,48,33.5,9.0,8,85,6,9,15,9,2.24,25,10,+15,+1.66,-0.35,24.5,7.9,+16.6,+1.83,-0.09
2343,Michael Parensen,9,628,70,20.5,7.0,6,89,5,3,32,15,1.44,10,12,-2,-0.29,+0.27,10.3,10.9,-0.6,-0.09,+0.36
2346,Marco Parolo,29,1700,59,49.7,18.9,17,84,13,12,23,8,1.76,28,24,+4,+0.21,-1.51,29.5,26.2,+3.4,+0.18,-0.53
2348,Thomas Partey,35,2549,73,74.5,28.3,29,83,21,6,23,0,1.94,39,18,+21,+0.74,+0.43,40.7,23.0,+17.6,+0.62,-0.08
2349,Mario Pasalic,35,2417,69,70.7,26.9,30,76,16,5,25,2,1.97,66,35,+31,+1.15,-0.55,56.2,28.3,+27.9,+1.04,-0.25
2351,Javier Pastore,11,514,47,15.0,5.7,5,74,1,6,24,15,1.73,8,4,+4,+0.70,+0.02,10.3,5.8,+4.5,+0.79,+0.19
2352,Patric,21,1670,80,48.8,18.6,19,83,12,2,45,11,2.00,39,20,+19,+1.02,+0.10,34.7,24.4,+10.2,+0.55,+0.21
2354,Paulinho,13,304,23,9.9,3.4,1,90,1,12,18,16,1.85,10,2,+8,+2.37,+2.07,6.2,4.6,+1.6,+0.48,+0.28
2356,Gabriel Paulista,33,2801,85,81.9,31.1,31,88,28,2,30,2,1.39,39,45,-6,-0.19,-0.05,34.5,45.9,-11.5,-0.37,-0.19
2357,Benjamin Pavard,32,2790,87,91.2,31.0,31,89,30,1,29,1,2.47,94,28,+66,+2.13,+1.46,82.2,34.1,+48.1,+1.55,+0.40
2359,Mateo Pavlovic,11,812,74,32.2,9.0,8,90,8,3,30,15,1.09,8,16,-8,-0.89,-1.04,9.7,8.3,+1.3,+0.15,+0.17
2360,Leonardo Pavoletti,2,45,23,1.3,0.5,1,44,0,1,1,0,0.00,0,0,0,0.00,+0.11,0.4,0.4,0.0,+0.01,+0.47
2362,Nehuen Paz,3,119,40,3.5,1.3,1,90,1,2,15,16,1.67,4,2,+2,+1.51,+1.92,2.1,3.1,-1.0,-0.76,-0.84
2363,Nehuen Paz,13,844,65,24.7,9.4,10,82,7,3,7,3,1.46,12,20,-8,-0.85,+0.02,16.0,18.5,-2.5,-0.27,+0.72
2364,Giampaolo Pazzini,15,307,20,9.0,3.4,1,72,0,14,17,13,1.27,8,6,+2,+0.59,+0.76,8.3,6.1,+2.2,+0.64,+0.80
2367,Mads Pedersen,2,96,48,3.1,1.1,1,90,1,1,6,11,0.00,1,5,-4,-3.75,-3.32,1.0,3.2,-2.3,-2.14,-1.80
2368,Alfonso Pedraza,21,1349,64,39.4,15.0,15,79,7,6,27,2,1.10,17,21,-4,-0.27,+0.08,18.4,23.4,-5.0,-0.33,-0.39
2369,Marc Pedraza,3,130,43,3.8,1.4,2,58,0,1,14,14,1.00,0,4,-4,-2.77,-2.19,1.0,2.3,-1.3,-0.87,-0.29
2370,Pedro,11,661,60,19.3,7.3,8,81,5,3,5,13,1.36,10,12,-2,-0.27,-0.83,12.9,7.3,+5.6,+0.76,-0.05
2372,Joao Pedro,36,3151,88,92.1,35.0,35,89,29,1,45,0,1.25,51,49,+2,+0.06,+2.06,39.9,54.3,-14.4,-0.41,+0.52
2373,Adria Pedrosa,20,1087,54,31.8,12.1,11,84,8,9,19,13,0.60,11,19,-8,-0.66,+0.22,14.7,15.2,-0.5,-0.04,+0.42
2375,Jordan Pefok,14,440,31,17.5,4.9,4,68,0,10,17,5,1.79,5,3,+2,+0.41,-0.11,4.1,4.3,-0.2,-0.05,-0.36
2378,Yohann Pele,2,150,75,6.0,1.7,1,91,1,1,59,26,2.00,4,2,+2,+1.20,+0.82,3.7,2.0,+1.7,+1.03,+0.92
2381,Lorenzo Pellegrini,27,2097,78,61.3,23.3,26,80,12,1,30,0,1.85,48,30,+18,+0.77,+0.23,43.2,31.3,+11.9,+0.51,-0.31
2382,Luca Pellegrini,24,1908,80,55.8,21.2,22,84,15,2,35,3,1.33,34,37,-3,-0.14,-0.08,25.4,30.0,-4.5,-0.21,+0.54
2383,Theo Pellenard,8,455,57,18.1,5.1,4,86,3,4,28,9,1.38,4,6,-2,-0.40,-0.26,5.8,3.8,+1.9,+0.38,+0.43
2384,Andy Pelmard,10,766,77,30.4,8.5,8,89,6,2,28,3,1.00,8,14,-6,-0.70,-1.17,8.8,14.0,-5.1,-0.60,-0.45
2385,Federico Peluso,23,1513,66,44.2,16.8,17,81,13,6,22,14,1.17,31,37,-6,-0.36,-0.92,23.5,28.8,-5.3,-0.32,-0.14
2387,Ruben Pena,26,1909,73,55.8,21.2,21,87,18,5,16,7,1.62,36,28,+8,+0.38,+0.02,33.9,24.8,+9.1,+0.43,-0.06
2390,Nicolas Pepe,31,2010,65,58.8,22.3,22,81,11,9,25,6,1.55,38,30,+8,+0.36,+0.36,29.8,34.6,-4.8,-0.21,+0.01
2394,Andreas Pereira,25,1484,59,43.4,16.5,18,76,5,7,16,7,1.72,24,16,+8,+0.49,-0.54,25.1,16.9,+8.2,+0.50,-0.26
2395,Mathias Pereira Lage,25,1542,62,61.2,17.1,17,79,9,8,26,0,1.28,17,24,-7,-0.41,-0.59,19.1,18.2,+0.8,+0.05,+0.04
2397,Gaston Pereiro,10,348,35,10.2,3.9,4,54,0,6,22,2,0.50,3,9,-6,-1.55,-1.61,3.6,5.5,-1.9,-0.50,-0.05
2398,Bruno Peres,16,1056,66,30.9,11.7,12,79,6,4,27,3,2.13,32,15,+17,+1.45,+1.11,26.4,13.5,+12.9,+1.10,+0.68
2399,Roberto Pereyra,28,1648,59,48.2,18.3,17,78,5,11,29,5,0.89,15,27,-12,-0.66,+0.16,23.0,25.7,-2.7,-0.15,+0.19
2400,Ayoze Perez,33,2004,61,58.6,22.3,26,72,4,7,19,5,1.55,36,25,+11,+0.49,-0.46,36.3,22.9,+13.4,+0.60,+0.39
2401,Carles Perez,14,566,40,16.5,6.3,5,75,1,9,21,3,1.79,17,11,+6,+0.95,+0.32,15.1,9.8,+5.3,+0.85,+0.26
2402,Carles Perez,10,476,48,13.9,5.3,5,77,2,5,18,6,1.90,14,10,+4,+0.76,-0.59,9.6,6.5,+3.1,+0.59,-0.18
2403,Inigo Perez,22,1082,49,31.6,12.0,11,82,8,11,16,6,1.45,13,23,-10,-0.83,-0.91,13.6,15.2,-1.5,-0.13,-0.19
2405,Kike Perez,6,218,36,6.4,2.4,2,87,1,4,11,1,0.83,2,4,-2,-0.83,-0.57,2.0,3.1,-1.1,-0.47,+0.01
2406,Lucas Perez,34,2496,73,73.0,27.7,29,82,18,5,26,1,1.03,25,45,-20,-0.72,-0.23,30.9,42.3,-11.4,-0.41,+0.28
2408,Ruben Perez,26,2194,84,64.2,24.4,25,86,22,1,36,4,0.92,18,29,-11,-0.45,+0.28,23.2,25.7,-2.5,-0.10,-0.08
2413,Ivan Perisic,22,1206,55,39.4,13.4,11,80,4,11,30,3,2.59,45,12,+33,+2.46,+0.76,35.7,13.2,+22.5,+1.67,+0.26
2414,Diego Perotti,21,875,42,25.6,9.7,10,69,1,11,17,7,1.76,16,15,+1,+0.10,-0.78,15.2,14.9,+0.4,+0.04,-0.79
